step,modality,h_phys_norm,h_text_norm,h_fused_norm,pred_error,W_pt_norm,W_tp_norm,belief_norm,free_energy
1955,text,0.860823,0.263089,0.690817,0.029645,15.000000,15.000000,0.161133,0.006722
1956,physics,0.799857,0.252998,0.615157,0.056693,15.000000,15.000000,0.170117,0.004833
1957,physics,0.816021,0.277579,0.646825,0.129698,15.000000,15.000000,0.175430,0.005547
1958,physics,0.837764,0.252998,0.667236,0.031302,15.000000,15.000000,0.181256,0.005733
1959,physics,0.771868,0.277935,0.583793,0.030612,15.000000,15.000000,0.168758,0.005201
1960,physics,0.893335,0.288705,0.738400,0.044973,15.000000,15.000000,0.164851,0.007852
1961,text,0.778144,0.252998,0.568461,0.022841,15.000000,15.000000,0.158689,0.004690
1962,physics,0.811786,0.263089,0.622739,0.033513,15.000000,15.000000,0.152074,0.005711
1963,physics,0.904455,0.252998,0.705037,0.028420,15.000000,15.000000,0.157798,0.006739
1964,text,0.769848,0.252998,0.541899,0.022291,15.000000,15.000000,0.154690,0.004013
1965,text,0.917979,0.277579,0.701190,0.067100,14.994262,15.000000,0.147725,0.007127
1966,physics,0.763855,0.277935,0.596965,0.037889,15.000000,15.000000,0.144571,0.005033
1967,text,0.866067,0.259508,0.675749,0.022836,15.000000,15.000000,0.152964,0.006037
1968,text,0.823947,0.263089,0.648615,0.025076,15.000000,15.000000,0.143484,0.006342
1969,text,0.830148,0.277935,0.643752,0.038069,15.000000,15.000000,0.148582,0.005447
1970,physics,0.812656,0.252998,0.557635,0.024834,14.997794,15.000000,0.139673,0.004673
1971,physics,0.778463,0.288705,0.601395,0.024291,14.996193,15.000000,0.133897,0.005388
1972,text,0.892592,0.277935,0.718748,0.041641,15.000000,15.000000,0.146591,0.006678
1973,text,0.863213,0.263089,0.644969,0.028065,15.000000,15.000000,0.152679,0.005537
1974,physics,0.898185,0.252998,0.710412,0.064464,15.000000,15.000000,0.149147,0.007252
1975,text,0.816808,0.252998,0.649903,0.028453,15.000000,15.000000,0.150521,0.005814
1976,text,0.803204,0.277579,0.613107,0.056428,14.999838,15.000000,0.139711,0.005662
1977,physics,0.837491,0.277579,0.671655,0.046926,15.000000,15.000000,0.149705,0.006010
1978,text,0.878750,0.259508,0.665574,0.022211,15.000000,15.000000,0.150093,0.006137
1979,physics,0.770153,0.252998,0.580954,0.078560,15.000000,15.000000,0.141810,0.005062
1980,text,0.736183,0.277579,0.562579,0.055130,15.000000,15.000000,0.140610,0.004446
1981,physics,0.792640,0.288705,0.623615,0.069761,15.000000,15.000000,0.151382,0.004906
1982,text,0.771352,0.252998,0.555225,0.024849,15.000000,15.000000,0.144476,0.004510
1983,text,0.952587,0.263089,0.766991,0.030708,15.000000,15.000000,0.147991,0.008229
1984,text,0.751325,0.277579,0.566821,0.055058,15.000000,15.000000,0.150907,0.004251
1985,text,0.798750,0.288705,0.618566,0.025846,15.000000,15.000000,0.155069,0.005062
1986,text,0.849405,0.252998,0.659930,0.024174,15.000000,15.000000,0.153042,0.006257
1987,physics,0.866067,0.259508,0.676202,0.034653,15.000000,15.000000,0.157933,0.006215
1988,text,0.756094,0.259508,0.601024,0.019650,15.000000,15.000000,0.166091,0.004588
1989,physics,0.919909,0.277579,0.725416,0.152812,15.000000,15.000000,0.167967,0.007326
1990,physics,0.767795,0.252998,0.619577,0.057408,15.000000,15.000000,0.160317,0.005692
1991,text,0.893094,0.252998,0.717468,0.032532,15.000000,15.000000,0.167179,0.006985
1992,text,0.792606,0.263089,0.631878,0.025106,15.000000,15.000000,0.160762,0.005962
1993,text,0.808890,0.288705,0.655791,0.023728,15.000000,15.000000,0.167120,0.005761
1994,physics,0.804440,0.252998,0.612260,0.041142,15.000000,15.000000,0.169685,0.004943
1995,text,0.789610,0.263089,0.608018,0.030965,15.000000,15.000000,0.173323,0.004847
1996,physics,0.851299,0.277579,0.670262,0.054966,15.000000,15.000000,0.176352,0.006155
1997,text,0.773534,0.277579,0.595205,0.052584,15.000000,15.000000,0.175470,0.004854
1998,text,0.836790,0.288705,0.613580,0.021631,15.000000,15.000000,0.161523,0.005848
1999,physics,0.704963,0.277579,0.577008,0.031244,15.000000,15.000000,0.164410,0.004460
2000,text,0.783738,0.252998,0.636831,0.026403,15.000000,15.000000,0.180249,0.004826
2001,physics,0.806998,0.277579,0.625819,0.023418,15.000000,15.000000,0.176483,0.005512
2002,physics,0.854917,0.263089,0.710028,0.096650,15.000000,15.000000,0.181523,0.006789
2003,text,0.797985,0.252998,0.658435,0.025666,15.000000,15.000000,0.186824,0.005615
2004,physics,0.813034,0.277579,0.657491,0.040998,15.000000,15.000000,0.195955,0.005354
2005,physics,0.853593,0.252998,0.662887,0.038486,15.000000,15.000000,0.188318,0.006331
2006,physics,0.742655,0.252998,0.564347,0.050606,15.000000,15.000000,0.178787,0.004647
2007,text,0.758926,0.246406,0.566701,0.026998,15.000000,15.000000,0.180647,0.004273
2008,text,0.739916,0.288705,0.572231,0.021307,15.000000,15.000000,0.166905,0.005081
2009,physics,0.814068,0.263089,0.618551,0.020776,14.997469,15.000000,0.162186,0.005590
2010,text,0.788076,0.288705,0.637420,0.021706,15.000000,15.000000,0.159938,0.005764
2011,physics,0.857530,0.253229,0.644411,0.033772,15.000000,15.000000,0.170270,0.005332
2012,physics,0.879900,0.252998,0.649347,0.028123,14.998284,15.000000,0.161662,0.006245
2013,physics,0.910597,0.263534,0.729243,0.157569,15.000000,15.000000,0.168279,0.007225
2014,physics,0.804332,0.252998,0.613498,0.024961,14.999039,15.000000,0.162090,0.005493
2015,text,0.843158,0.246406,0.612159,0.036827,15.000000,15.000000,0.164691,0.005021
2016,physics,0.829946,0.263089,0.606115,0.029785,15.000000,15.000000,0.159127,0.005384
2017,physics,0.872771,0.263089,0.635962,0.099979,15.000000,15.000000,0.161274,0.005548
2018,text,0.893821,0.277579,0.737171,0.088820,15.000000,15.000000,0.170509,0.007315
2019,physics,0.745174,0.277935,0.583580,0.013812,14.996736,15.000000,0.172205,0.004633
2020,physics,0.792640,0.288705,0.620313,0.067113,15.000000,15.000000,0.172103,0.005160
2021,physics,0.837076,0.263089,0.662612,0.029292,15.000000,15.000000,0.174964,0.005859
2022,text,0.819203,0.277579,0.677026,0.071223,14.998085,15.000000,0.178936,0.006151
2023,text,0.792108,0.252998,0.613180,0.028615,15.000000,15.000000,0.183935,0.004880
2024,physics,0.787064,0.252998,0.627147,0.022418,14.998065,15.000000,0.173102,0.005997
2025,physics,0.743173,0.263089,0.563169,0.016882,14.997718,15.000000,0.168684,0.004454
2026,physics,0.841603,0.277579,0.676116,0.051482,15.000000,15.000000,0.174658,0.006040
2027,text,0.846560,0.263089,0.662311,0.025723,15.000000,15.000000,0.166537,0.006433
2028,physics,0.773595,0.277579,0.618030,0.034329,15.000000,15.000000,0.173511,0.004769
2029,text,0.817478,0.277579,0.640610,0.063237,15.000000,15.000000,0.171577,0.005822
2030,physics,0.945402,0.252998,0.741698,0.058798,15.000000,15.000000,0.179052,0.007283
2031,text,0.877427,0.259508,0.726002,0.025185,15.000000,15.000000,0.177071,0.007305
2032,physics,0.827101,0.246406,0.657287,0.018970,15.000000,15.000000,0.173476,0.006158
2033,text,0.823910,0.252998,0.627180,0.030249,15.000000,15.000000,0.167387,0.005651
2034,text,0.860709,0.288705,0.712140,0.031181,15.000000,15.000000,0.166099,0.006931
2035,text,0.737451,0.277935,0.596476,0.035322,15.000000,15.000000,0.173184,0.004416
2036,physics,0.864343,0.250363,0.666743,0.038547,15.000000,15.000000,0.162745,0.006585
2037,text,0.845006,0.263089,0.607281,0.024397,15.000000,15.000000,0.158984,0.005302
2038,physics,0.771008,0.277579,0.642700,0.063604,15.000000,15.000000,0.166980,0.005241
2039,physics,0.872038,0.277579,0.667247,0.057311,15.000000,15.000000,0.166831,0.006233
2040,physics,0.792108,0.252998,0.611137,0.050549,15.000000,15.000000,0.174810,0.004737
2041,physics,0.773263,0.252998,0.570248,0.012234,14.995670,15.000000,0.165143,0.004901
2042,physics,0.690735,0.277935,0.563702,0.031434,15.000000,15.000000,0.160030,0.004598
2043,physics,0.751107,0.277579,0.588354,0.038015,15.000000,15.000000,0.160885,0.004817
2044,physics,0.680820,0.277579,0.544895,0.021057,15.000000,15.000000,0.162612,0.004042
2045,text,0.860524,0.277579,0.702565,0.069940,15.000000,15.000000,0.173646,0.006353
2046,physics,0.864397,0.277935,0.661359,0.026420,14.998873,15.000000,0.170310,0.006260
2047,text,0.828585,0.252998,0.673382,0.033853,15.000000,15.000000,0.177096,0.006051
2048,text,0.781620,0.288705,0.623931,0.025984,15.000000,15.000000,0.171646,0.005523
2049,text,0.875367,0.277579,0.703004,0.058603,15.000000,15.000000,0.168165,0.007075
2050,physics,0.806919,0.288705,0.646266,0.089034,15.000000,15.000000,0.171923,0.005629
2051,text,0.916075,0.263089,0.740384,0.032011,15.000000,15.000000,0.183495,0.007076
2052,physics,0.801104,0.250363,0.583205,0.023377,14.999191,15.000000,0.178720,0.004803
2053,physics,0.714196,0.263089,0.567349,0.105246,15.000000,15.000000,0.180387,0.004243
2054,text,0.836257,0.250363,0.627920,0.045057,15.000000,15.000000,0.185461,0.005070
2055,text,0.809176,0.288705,0.590158,0.024626,15.000000,15.000000,0.168599,0.005482
2056,physics,0.942750,0.252998,0.728787,0.046235,15.000000,15.000000,0.171018,0.007388
2057,physics,0.821997,0.263089,0.639212,0.014721,14.998185,15.000000,0.169114,0.005681
2058,text,0.850003,0.277935,0.690653,0.035480,15.000000,15.000000,0.174993,0.006247
2059,text,0.800069,0.252998,0.619960,0.029286,15.000000,15.000000,0.175813,0.005213
2060,text,0.775943,0.252998,0.602415,0.030237,15.000000,15.000000,0.181158,0.004606
2061,text,0.746646,0.288705,0.605939,0.028757,14.998454,15.000000,0.175238,0.005311
2062,physics,0.807414,0.277579,0.648423,0.071968,15.000000,15.000000,0.170787,0.005949
2063,physics,0.731416,0.277579,0.575195,0.016702,15.000000,15.000000,0.169267,0.004470
2064,physics,0.773753,0.263089,0.553486,0.024174,14.997199,15.000000,0.154813,0.004797
2065,physics,0.770028,0.252998,0.622080,0.044026,15.000000,15.000000,0.152272,0.005479
2066,text,0.780859,0.288705,0.612098,0.031848,15.000000,15.000000,0.151722,0.005207
2067,physics,0.819284,0.277579,0.634371,0.019350,15.000000,15.000000,0.150464,0.005638
2068,text,0.859531,0.263089,0.646289,0.033256,15.000000,15.000000,0.153483,0.005558
2069,text,0.871664,0.252998,0.680302,0.034324,15.000000,15.000000,0.154952,0.006432
2070,physics,0.842207,0.277935,0.661361,0.037867,15.000000,15.000000,0.166089,0.005556
2071,text,0.813112,0.263534,0.594149,0.024791,15.000000,15.000000,0.168170,0.004666
2072,text,0.695758,0.253229,0.533985,0.021272,15.000000,15.000000,0.163232,0.004062
2073,physics,0.939221,0.263089,0.703142,0.110273,15.000000,15.000000,0.155843,0.007294
2074,text,0.858264,0.277935,0.689710,0.042495,15.000000,15.000000,0.156254,0.006615
2075,text,0.736183,0.277579,0.560331,0.057057,15.000000,15.000000,0.155975,0.004314
2076,text,0.711633,0.277935,0.571373,0.029705,15.000000,15.000000,0.155761,0.004375
2077,physics,0.808673,0.288705,0.643941,0.022907,14.999554,15.000000,0.160114,0.005525
2078,physics,0.814068,0.263089,0.618999,0.021050,14.997224,15.000000,0.158964,0.005361
2079,physics,0.769930,0.277579,0.641500,0.039394,15.000000,15.000000,0.162422,0.005537
2080,physics,1.063443,0.277935,0.866277,0.042475,15.000000,15.000000,0.175224,0.009995
2081,physics,0.773003,0.277579,0.625593,0.076291,15.000000,15.000000,0.179125,0.005010
2082,physics,0.848050,0.252998,0.646860,0.025929,15.000000,15.000000,0.170894,0.006079
2083,physics,0.768503,0.252998,0.579644,0.017710,15.000000,15.000000,0.174249,0.004386
2084,physics,0.703333,0.277579,0.543616,0.038642,15.000000,15.000000,0.166209,0.004262
2085,text,0.816932,0.252998,0.626441,0.038310,15.000000,15.000000,0.170053,0.005101
2086,physics,0.763651,0.246406,0.584846,0.097750,15.000000,15.000000,0.165472,0.004861
2087,text,0.752650,0.253229,0.616583,0.028226,15.000000,15.000000,0.174063,0.004646
2088,physics,0.830265,0.277579,0.633582,0.021627,14.999726,15.000000,0.166158,0.005818
2089,text,0.779301,0.277935,0.627860,0.031292,15.000000,15.000000,0.168561,0.005361
2090,text,0.747594,0.277935,0.572514,0.026365,15.000000,15.000000,0.160001,0.004840
2091,physics,0.856881,0.263089,0.670657,0.087678,15.000000,15.000000,0.163079,0.006135
2092,physics,0.757023,0.288705,0.598428,0.027423,15.000000,15.000000,0.161217,0.005010
2093,physics,0.815066,0.263089,0.612175,0.061759,15.000000,15.000000,0.162546,0.005138
2094,text,0.801343,0.263089,0.611891,0.025650,15.000000,15.000000,0.162458,0.005199
2095,physics,0.703282,0.277579,0.555919,0.082485,15.000000,15.000000,0.166490,0.003972
2096,text,0.896385,0.263089,0.697204,0.029985,15.000000,15.000000,0.168615,0.006788
2097,text,0.668767,0.263089,0.539975,0.023967,15.000000,15.000000,0.164943,0.004089
2098,text,0.757545,0.277579,0.623205,0.052586,15.000000,15.000000,0.173967,0.004843
2099,physics,0.837764,0.252998,0.666316,0.032522,15.000000,15.000000,0.175276,0.005992
2100,text,0.904175,0.288705,0.703273,0.028384,15.000000,15.000000,0.168874,0.007154
2101,physics,0.886402,0.277579,0.700785,0.039626,15.000000,15.000000,0.172971,0.006620
2102,physics,0.816572,0.252998,0.606569,0.020590,14.998884,15.000000,0.165491,0.005395
2103,physics,0.857717,0.263089,0.652836,0.079941,15.000000,15.000000,0.157862,0.006214
2104,physics,0.707166,0.277579,0.560243,0.018982,15.000000,15.000000,0.159971,0.004187
2105,text,0.726048,0.277579,0.566017,0.052569,15.000000,15.000000,0.161870,0.004289
2106,text,0.661697,0.250363,0.515526,0.042823,15.000000,15.000000,0.161443,0.003622
2107,text,0.700338,0.252998,0.559821,0.027398,15.000000,15.000000,0.166181,0.004094
2108,text,0.752650,0.253229,0.616157,0.029785,15.000000,15.000000,0.177939,0.004549
2109,text,0.892545,0.277579,0.740589,0.073482,14.999435,15.000000,0.183416,0.007327
2110,physics,0.873091,0.277935,0.684019,0.059606,15.000000,15.000000,0.171825,0.006954
2111,physics,0.869976,0.263534,0.661906,0.036261,15.000000,15.000000,0.163879,0.006400
2112,text,0.822593,0.259508,0.632511,0.027319,15.000000,15.000000,0.153457,0.006015
2113,text,0.831127,0.277935,0.630249,0.033519,15.000000,15.000000,0.146201,0.005585
2114,text,0.765707,0.263534,0.592285,0.026600,15.000000,15.000000,0.147176,0.004852
2115,text,0.781488,0.288705,0.623793,0.029721,14.997862,15.000000,0.145398,0.005603
2116,physics,0.834053,0.277935,0.631553,0.022480,14.999317,15.000000,0.148844,0.005506
2117,text,0.751418,0.288705,0.585264,0.025010,15.000000,15.000000,0.147735,0.004743
2118,physics,0.791892,0.263089,0.648250,0.040594,15.000000,15.000000,0.152834,0.005642
2119,text,0.888933,0.263089,0.691482,0.029899,15.000000,15.000000,0.163435,0.006114
2120,physics,0.834037,0.277579,0.639874,0.015545,14.998954,15.000000,0.164858,0.005508
2121,physics,0.943509,0.263089,0.708062,0.057785,15.000000,15.000000,0.158287,0.007153
2122,physics,0.726462,0.259508,0.523084,0.011493,14.996249,15.000000,0.160873,0.003441
2123,physics,0.873681,0.277579,0.693964,0.032342,15.000000,15.000000,0.163965,0.006180
2124,text,0.793208,0.246406,0.593630,0.057142,15.000000,15.000000,0.143405,0.005621
2125,physics,0.805386,0.252998,0.619340,0.060900,15.000000,15.000000,0.151370,0.005034
2126,physics,0.668034,0.288705,0.514017,0.030681,15.000000,15.000000,0.147562,0.003735
2127,physics,0.737520,0.277579,0.555471,0.021759,15.000000,15.000000,0.149655,0.004011
2128,text,0.765758,0.277579,0.579867,0.055940,14.999988,15.000000,0.136230,0.004997
2129,text,0.819290,0.253229,0.667450,0.029599,15.000000,15.000000,0.138652,0.006009
2130,text,0.877039,0.252998,0.662586,0.037931,14.999721,15.000000,0.135741,0.006309
2131,physics,0.718545,0.252998,0.541549,0.049869,15.000000,15.000000,0.144266,0.003637
2132,text,0.721375,0.252998,0.539202,0.031098,15.000000,15.000000,0.144229,0.003953
2133,text,0.854880,0.288705,0.659610,0.024234,15.000000,15.000000,0.145945,0.006078
2134,text,0.934238,0.252998,0.689421,0.035933,15.000000,15.000000,0.148854,0.006582
2135,text,0.845905,0.246406,0.645677,0.038637,14.997565,15.000000,0.145633,0.005857
2136,physics,0.864151,0.263089,0.675274,0.042610,15.000000,15.000000,0.145767,0.006397
2137,physics,0.804440,0.252998,0.609125,0.046163,15.000000,15.000000,0.160062,0.004484
2138,physics,0.889332,0.250363,0.622602,0.078051,15.000000,15.000000,0.156405,0.005420
2139,physics,0.791386,0.277935,0.639237,0.016022,15.000000,15.000000,0.149159,0.005906
2140,text,0.780841,0.277579,0.610317,0.068599,15.000000,15.000000,0.147859,0.005246
2141,text,0.777994,0.263089,0.577510,0.026673,15.000000,15.000000,0.140266,0.004917
2142,physics,0.877427,0.259508,0.724579,0.113653,15.000000,15.000000,0.150668,0.006933
2143,text,0.811667,0.252998,0.614851,0.027932,15.000000,15.000000,0.147794,0.005433
2144,physics,0.799703,0.250363,0.580240,0.018853,15.000000,15.000000,0.148687,0.004606
2145,physics,0.824438,0.252998,0.637923,0.071309,15.000000,15.000000,0.153384,0.005456
2146,physics,0.870740,0.277935,0.674487,0.125955,15.000000,15.000000,0.153806,0.006285
2147,text,0.916400,0.277935,0.703690,0.041202,15.000000,15.000000,0.146471,0.007196
2148,text,0.925627,0.250363,0.664917,0.048494,14.997820,15.000000,0.152995,0.005914
2149,physics,0.877039,0.252998,0.663148,0.030294,14.997798,15.000000,0.153503,0.006112
2150,text,0.702356,0.250363,0.504892,0.040992,15.000000,15.000000,0.150881,0.003561
2151,physics,0.791335,0.252998,0.633013,0.038421,15.000000,15.000000,0.155001,0.005390
2152,physics,0.947184,0.277579,0.761308,0.027545,14.998824,15.000000,0.144519,0.008678
2153,physics,0.922087,0.263089,0.718674,0.027181,14.998008,15.000000,0.148841,0.007115
2154,text,0.988799,0.277579,0.784558,0.074218,15.000000,15.000000,0.156053,0.008581
2155,physics,0.916009,0.288705,0.713904,0.074920,15.000000,15.000000,0.142063,0.007704
2156,physics,0.856158,0.288705,0.652327,0.031991,15.000000,15.000000,0.149444,0.005617
2157,text,0.722466,0.277935,0.606820,0.040734,15.000000,15.000000,0.153031,0.004834
2158,physics,0.736519,0.277579,0.582568,0.046700,15.000000,15.000000,0.151425,0.004761
2159,physics,0.705942,0.252998,0.524010,0.021375,15.000000,15.000000,0.143819,0.004040
2160,text,0.844970,0.277935,0.674118,0.034180,15.000000,15.000000,0.150192,0.006003
2161,text,0.887575,0.277579,0.706504,0.064537,15.000000,15.000000,0.157117,0.006683
2162,physics,0.894014,0.277579,0.684355,0.045522,15.000000,15.000000,0.149254,0.006927
2163,text,0.909790,0.253229,0.664034,0.036751,15.000000,15.000000,0.153877,0.006142
2164,text,0.849359,0.263089,0.626593,0.030687,15.000000,15.000000,0.156958,0.005319
2165,text,0.811308,0.277579,0.653070,0.053974,15.000000,15.000000,0.144019,0.006499
2166,text,0.728038,0.277935,0.539911,0.029027,14.998018,15.000000,0.135975,0.004328
2167,text,0.783312,0.288705,0.629504,0.025968,15.000000,15.000000,0.141199,0.005384
2168,physics,0.889859,0.277579,0.710529,0.043152,15.000000,15.000000,0.142720,0.007087
2169,physics,0.884197,0.263089,0.716231,0.158038,15.000000,15.000000,0.141701,0.007290
